,Niskin #,Date Time,"Pressure, Digiquartz [db]","Depth [salt water, m]",Latitude [deg],Longitude [deg],"Temperature [ITS-90, deg C]","Temperature, 2 [ITS-90, deg C]",Conductivity [S/m],"Conductivity, 2 [S/m]","Salinity, Practical [PSU]","Salinity, Practical, 2 [PSU]","Oxygen, SBE 43 [ml/l]","Oxygen Saturation, Garcia & Gordon [ml/l]","Beam Attenuation, WET Labs C-Star [1/m]","Beam Transmission, WET Labs C-Star [%]",Hex name,Start Latitude,Start Longitude,Cruise ID,Start Time,Cast #,Bottle Salinity [psu],Bottle Oxy [mL/L]
82,9,Jun 07 2018 10:57:27,407.483,403.215,60.88864,-35.348459999999996,3.7398,3.7402,3.2413220000000003,3.241387,34.8883,34.8886,6.548,7.296069999999999,55.262,-0.9923 (avg),D:\Data\ar30-03003.hex,60 53.48 N,035 21.66 W,ar30-03,2018-06-07T08:19:03Z,003,34.8932,-9999999
83,10,Jun 07 2018 11:07:04,205.655,203.6,60.8885,-35.34776,4.0482,4.0485,3.2598439999999997,3.2598990000000003,34.8895,34.8898,6.4619,7.241680000000001,55.262,-0.9556 (avg),D:\Data\ar30-03003.hex,60 53.48 N,035 21.66 W,ar30-03,2018-06-07T08:19:03Z,003,34.8951,-9999999
84,11,Jun 07 2018 11:15:03,105.38,104.353,60.88844,-35.34732,4.6914,4.6919,3.313183,3.3132580000000003,34.8914,34.8917,6.6791,7.13055,55.262,-0.5936 (avg),D:\Data\ar30-03003.hex,60 53.48 N,035 21.66 W,ar30-03,2018-06-07T08:19:03Z,003,34.8959,-9999999
85,12,Jun 07 2018 11:15:11,105.552,104.523,60.88844,-35.34732,4.6913,4.6911,3.3131779999999997,3.3131839999999997,34.8914,34.8917,6.6804,7.13057,55.262,-0.6047 (avg),D:\Data\ar30-03003.hex,60 53.48 N,035 21.66 W,ar30-03,2018-06-07T08:19:03Z,003,-9999999,-9999999
86,13,Jun 07 2018 11:19:02,44.903,44.471000000000004,60.8884,-35.34704,5.3283,5.331,3.367401,3.3676660000000003,34.885,34.8852,6.8531,7.02385,55.262,-0.6728 (avg),D:\Data\ar30-03003.hex,60 53.48 N,035 21.66 W,ar30-03,2018-06-07T08:19:03Z,003,-9999999,-9999999
87,14,Jun 07 2018 11:21:46,25.295,25.053,60.88836,-35.34688,5.3974,5.3975,3.372497,3.3725300000000002,34.8819,34.8821,6.9281,7.012560000000001,55.262,-0.7018 (avg),D:\Data\ar30-03003.hex,60 53.48 N,035 21.66 W,ar30-03,2018-06-07T08:19:03Z,003,-9999999,-9999999
88,15,Jun 07 2018 11:23:52,15.272,15.126,60.88836,-35.346740000000004,5.4424,5.4426,3.3758790000000003,3.3759339999999995,34.8792,34.8795,6.9223,7.00525,55.262,-0.7738 (avg),D:\Data\ar30-03003.hex,60 53.48 N,035 21.66 W,ar30-03,2018-06-07T08:19:03Z,003,-9999999,-9999999
89,16,Jun 07 2018 11:30:02,4.702,4.657,60.88828,-35.34618,5.479,5.4796,3.378711,3.37879,34.8791,34.8794,6.9351,6.999219999999999,55.262,-0.7495 (avg),D:\Data\ar30-03003.hex,60 53.48 N,035 21.66 W,ar30-03,2018-06-07T08:19:03Z,003,34.8845,-9999999
90,17,Jun 07 2018 11:30:11,4.438,4.396,60.888259999999995,-35.34616,5.4795,5.4798,3.378735,3.378797,34.879,34.8794,6.9333,6.99914,55.262,-0.7421 (avg),D:\Data\ar30-03003.hex,60 53.48 N,035 21.66 W,ar30-03,2018-06-07T08:19:03Z,003,-9999999,-9999999
91,1,Jun 07 2018 16:05:03,2539.541,2500.35,60.6375,-36.514379999999996,2.9091,2.9103,3.260234,3.260234,34.9298,34.9286,5.9833,7.44394,55.262,-0.4348 (avg),D:\Data\ar30-03004.hex,60 38.27 N,036 30.62 W,ar30-03,2018-06-07T15:13:41Z,004,-9999999,-9999999
92,2,Jun 07 2018 16:15:05,2283.425,2249.528,60.63754,-36.515229999999995,3.0904,3.0913,3.266743,3.2667450000000002,34.9356,34.9346,5.9588,7.4104600000000005,55.262,-0.4268 (avg),D:\Data\ar30-03004.hex,60 38.27 N,036 30.62 W,ar30-03,2018-06-07T15:13:41Z,004,-9999999,-9999999
93,3,Jun 07 2018 16:25:24,2029.215,2000.28,60.63757,-36.51578,3.27,3.2704,3.2725020000000002,3.272488,34.9352,34.9345,5.9636,7.37787,55.262,-0.6836 (avg),D:\Data\ar30-03004.hex,60 38.27 N,036 30.62 W,ar30-03,2018-06-07T15:13:41Z,004,-9999999,-9999999
94,4,Jun 07 2018 16:38:17,1622.549,1600.943,60.63759,-36.51647,3.5637,3.5641,3.282061,3.2820910000000003,34.9356,34.9356,5.9619,7.325060000000001,55.262,-0.6052 (avg),D:\Data\ar30-03004.hex,60 38.27 N,036 30.62 W,ar30-03,2018-06-07T15:13:41Z,004,-9999999,-9999999
95,5,Jun 07 2018 16:49:06,1316.497,1299.907,60.637640000000005,-36.51722,3.5726,3.5727,3.267779,3.267811,34.9085,34.9088,6.1583,7.3248,55.262,-0.7412 (avg),D:\Data\ar30-03004.hex,60 38.27 N,036 30.62 W,ar30-03,2018-06-07T15:13:41Z,004,-9999999,-9999999
96,6,Jun 07 2018 17:00:04,1014.757,1002.689,60.63766999999999,-36.51806,3.5233,3.523,3.24875,3.248772,34.8877,34.8883,6.3505,7.33466,55.262,-0.4124 (avg),D:\Data\ar30-03004.hex,60 38.27 N,036 30.62 W,ar30-03,2018-06-07T15:13:41Z,004,-9999999,-9999999
97,7,Jun 07 2018 17:10:03,812.199,802.928,60.63768,-36.51855,3.5821,3.5821,3.24542,3.245485,34.8906,34.8913,6.4069,7.32401,55.262,-0.4828 (avg),D:\Data\ar30-03004.hex,60 38.27 N,036 30.62 W,ar30-03,2018-06-07T15:13:41Z,004,-9999999,-9999999
98,8,Jun 07 2018 17:20:04,610.077,603.405,60.6377,-36.518840000000004,3.7053,3.705,3.2481259999999996,3.248173,34.8981,34.899,6.3652,7.30169,55.262,-0.5567 (avg),D:\Data\ar30-03004.hex,60 38.27 N,036 30.62 W,ar30-03,2018-06-07T15:13:41Z,004,-9999999,-9999999
99,9,Jun 07 2018 17:29:21,407.98800000000006,403.722,60.6377,-36.5188,3.909,3.9088,3.257542,3.257591,34.9012,34.9021,6.2618,7.26553,55.262,-0.6574 (avg),D:\Data\ar30-03004.hex,60 38.27 N,036 30.62 W,ar30-03,2018-06-07T15:13:41Z,004,-9999999,-9999999
100,10,Jun 07 2018 17:38:23,205.66400000000002,203.614,60.6377,-36.51898,4.0812,4.0809,3.261141,3.261201,34.8698,34.8708,6.703,7.236860000000001,55.262,-0.5437 (avg),D:\Data\ar30-03004.hex,60 38.27 N,036 30.62 W,ar30-03,2018-06-07T15:13:41Z,004,-9999999,-9999999
101,11,Jun 07 2018 17:45:32,105.70100000000001,104.67299999999999,60.63771,-36.51897,4.5163,4.5187,3.295519,3.295844,34.8689,34.8702,6.7184,7.161560000000001,55.262,-0.6447 (avg),D:\Data\ar30-03004.hex,60 38.27 N,036 30.62 W,ar30-03,2018-06-07T15:13:41Z,004,-9999999,-9999999
102,12,Jun 07 2018 17:53:45,5.22,5.171,60.637719999999995,-36.51891,5.9345,5.9356,3.4187019999999997,3.4188940000000003,34.8626,34.8637,6.9527,6.92565,55.262,-0.7001 (avg),D:\Data\ar30-03004.hex,60 38.27 N,036 30.62 W,ar30-03,2018-06-07T15:13:41Z,004,-9999999,-9999999
103,1,Jun 08 2018 19:05:23,2540.257,2501.19,59.94093,-39.523959999999995,1.8797,1.88,3.166069,3.1660619999999997,34.8845,34.8841,6.4503,7.63975,19.8462, 0.7003 (avg),D:\Data\ar30-03005.hex,59 56.43 N,039 31.38 W,ar30-03,2018-06-08T18:14:14Z,005,-9999999,-9999999
104,2,Jun 08 2018 19:16:13,2030.99,2002.132,59.94079,-39.523709999999994,3.0946,3.0948,3.254998,3.254995,34.911,34.9107,6.1059,7.4109300000000005,21.1591, 0.5045 (avg),D:\Data\ar30-03005.hex,59 56.43 N,039 31.38 W,ar30-03,2018-06-08T18:14:14Z,005,-9999999,-9999999
105,3,Jun 08 2018 19:23:05,1726.112,1702.805,59.94066,-39.52347,3.4883,3.4892,3.2775260000000004,3.2776110000000003,34.9107,34.9108,6.1053,7.33978,33.9696, 0.0295 (avg),D:\Data\ar30-03005.hex,59 56.43 N,039 31.38 W,ar30-03,2018-06-08T18:14:14Z,005,-9999999,-9999999
106,4,Jun 08 2018 19:28:31,1520.775,1500.9679999999998,59.94051999999999,-39.52325,3.4581,3.4581,3.2642580000000003,3.2642919999999997,34.8859,34.8863,6.2879,7.346439999999999,55.262,-0.1658 (avg),D:\Data\ar30-03005.hex,59 56.43 N,039 31.38 W,ar30-03,2018-06-08T18:14:14Z,005,34.8928,6.601
107,5,Jun 08 2018 19:39:11,1013.805,1001.806,59.94022,-39.5227,3.4768,3.4767,3.243533,3.243598,34.8753,34.8761,6.5712,7.34362,55.262,-0.5840 (avg),D:\Data\ar30-03005.hex,59 56.43 N,039 31.38 W,ar30-03,2018-06-08T18:14:14Z,005,34.8808,6.915
108,6,Jun 08 2018 19:46:25,709.931,702.039,59.94016,-39.5226,3.6933,3.693,3.251393,3.251447,34.8973,34.8981,6.4273,7.30388,55.262,-0.2725 (avg),D:\Data\ar30-03005.hex,59 56.43 N,039 31.38 W,ar30-03,2018-06-08T18:14:14Z,005,-9999999,-9999999
109,7,Jun 08 2018 19:52:04,507.319,501.92199999999997,59.94014,-39.52256,3.8765,3.8764,3.259468,3.259544,34.9057,34.9067,6.3514,7.2710300000000005,55.262,-0.3302 (avg),D:\Data\ar30-03005.hex,59 56.43 N,039 31.38 W,ar30-03,2018-06-08T18:14:14Z,005,34.912,6.656
110,8,Jun 08 2018 19:57:08,354.79,351.14599999999996,59.9401,-39.522459999999995,4.1364,4.1359,3.275999,3.2760439999999997,34.9072,34.9082,6.3657,7.2254,55.262,-0.3876 (avg),D:\Data\ar30-03005.hex,59 56.43 N,039 31.38 W,ar30-03,2018-06-08T18:14:14Z,005,-9999999,-9999999
111,9,Jun 08 2018 20:01:03,254.488,251.93400000000003,59.940059999999995,-39.52239,4.4351,4.435,3.29875,3.2988440000000003,34.9129,34.9141,6.2885,7.1733899999999995,55.262,-0.1782 (avg),D:\Data\ar30-03005.hex,59 56.43 N,039 31.38 W,ar30-03,2018-06-08T18:14:14Z,005,34.9174,6.598
112,10,Jun 08 2018 20:03:30,206.44299999999998,204.395,59.94,-39.52234,4.6406,4.6396,3.314343,3.31435,34.9045,34.9056,6.5434,7.13858,55.262,-0.3344 (avg),D:\Data\ar30-03005.hex,59 56.43 N,039 31.38 W,ar30-03,2018-06-08T18:14:14Z,005,-9999999,-9999999
113,11,Jun 08 2018 20:06:23,151.46200000000002,149.98,59.939980000000006,-39.522240000000004,4.7637,4.7667,3.322544,3.322981,34.9,34.9019,6.3341,7.11785,55.262,-0.4378 (avg),D:\Data\ar30-03005.hex,59 56.43 N,039 31.38 W,ar30-03,2018-06-08T18:14:14Z,005,-9999999,-9999999
114,12,Jun 08 2018 20:08:25,131.784,130.5,59.939919999999994,-39.52214,4.6615,4.6614,3.310198,3.310283,34.8738,34.875,6.3247,7.136480000000001,55.262,-0.4350 (avg),D:\Data\ar30-03005.hex,59 56.43 N,039 31.38 W,ar30-03,2018-06-08T18:14:14Z,005,34.8788,6.617
115,13,Jun 08 2018 20:10:53,101.681,100.698,59.93982,-39.52198,4.7604,4.7622,3.317932,3.318199,34.8762,34.8774,6.3505,7.11954,55.262,-0.2806 (avg),D:\Data\ar30-03005.hex,59 56.43 N,039 31.38 W,ar30-03,2018-06-08T18:14:14Z,005,34.8843,6.629
116,14,Jun 08 2018 20:11:03,101.035,100.05799999999999,59.93982,-39.52198,4.761,4.7615,3.317974,3.318139,34.8764,34.8779,6.3516,7.11942,55.262,-0.2982 (avg),D:\Data\ar30-03005.hex,59 56.43 N,039 31.38 W,ar30-03,2018-06-08T18:14:14Z,005,-9999999,-9999999
117,15,Jun 08 2018 20:13:32,81.656,80.87,59.939730000000004,-39.52182,5.1685,5.1683,3.3570910000000005,3.357168,34.9135,34.9146,6.5546,7.04908,55.262,-0.2232 (avg),D:\Data\ar30-03005.hex,59 56.43 N,039 31.38 W,ar30-03,2018-06-08T18:14:14Z,005,34.9191,6.859
118,16,Jun 08 2018 20:16:21,51.169,50.68,59.93965,-39.52169,5.3591,5.3592,3.372268,3.3723919999999996,34.9055,34.9068,6.6332,7.01778,55.262,-0.4130 (avg),D:\Data\ar30-03005.hex,59 56.43 N,039 31.38 W,ar30-03,2018-06-08T18:14:14Z,005,-9999999,-9999999
119,17,Jun 08 2018 20:18:25,41.486999999999995,41.092,59.93962,-39.52163,5.5126,5.5126,3.3854349999999998,3.38553,34.9018,34.9029,6.7282,6.99263,55.262,-0.4692 (avg),D:\Data\ar30-03005.hex,59 56.43 N,039 31.38 W,ar30-03,2018-06-08T18:14:14Z,005,34.9042,7.04
120,18,Jun 08 2018 20:18:40,40.84,40.451,59.93962,-39.521640000000005,5.5139,5.5144,3.385477,3.385618,34.9013,34.9024,6.7276,6.992439999999999,55.262,-0.4408 (avg),D:\Data\ar30-03005.hex,59 56.43 N,039 31.38 W,ar30-03,2018-06-08T18:14:14Z,005,-9999999,-9999999
121,19,Jun 08 2018 20:20:38,21.261,21.06,59.93958000000001,-39.52154,5.6468,5.6267,3.3943480000000004,3.39285,34.875,34.8787,6.8305,6.97187,55.262,-0.4775 (avg),D:\Data\ar30-03005.hex,59 56.43 N,039 31.38 W,ar30-03,2018-06-08T18:14:14Z,005,34.8829,7.172
122,20,Jun 08 2018 20:23:29,12.965,12.842,59.9396,-39.52162,5.8098,5.809,3.4082199999999996,3.4082470000000002,34.8684,34.8696,7.0587,6.945589999999999,55.262,-0.6080 (avg),D:\Data\ar30-03005.hex,59 56.43 N,039 31.38 W,ar30-03,2018-06-08T18:14:14Z,005,34.8733,7.403
123,21,Jun 08 2018 20:25:55,3.017,2.989,59.93965,-39.52167,5.8248,5.8242,3.408979,3.409103,34.8668,34.8688,7.0669,6.943239999999999,55.262,-0.6411 (avg),D:\Data\ar30-03005.hex,59 56.43 N,039 31.38 W,ar30-03,2018-06-08T18:14:14Z,005,34.8725,7.412
124,22,Jun 08 2018 20:26:25,3.305,3.2739999999999996,59.939659999999996,-39.52169,5.8251,5.8248,3.409069,3.409163,34.8673,34.8687,7.0791,6.943160000000001,55.262,-0.6654 (avg),D:\Data\ar30-03005.hex,59 56.43 N,039 31.38 W,ar30-03,2018-06-08T18:14:14Z,005,-9999999,-9999999
125,1,Jun 15 2018 16:43:26,2794.205,2749.656,59.74695,-39.58566,1.3707,1.3713,3.131552,3.131589,34.8855,34.8853,6.5237,7.73867,55.262,-0.9385 (avg),D:\Data\ar30-03014.hex,59 44.59 N,039 35.05 W,ar30-03,2018-06-15T15:52:39Z,014,34.8886,-9999999
126,2,Jun 15 2018 16:46:17,2742.884,2699.474,59.74756,-39.5859,1.7326,1.7331,3.161104,3.161088,34.8854,34.8848,6.4635,7.668069999999999,55.262,-0.9840 (avg),D:\Data\ar30-03014.hex,59 44.59 N,039 35.05 W,ar30-03,2018-06-15T15:52:39Z,014,34.888,-9999999
